icd10_code,cc_number,hcc_code,cc_label,is_payment_hcc
S06303A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06304A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06305A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06306A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06309A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0630AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06310A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06311A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06312A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06313A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06314A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06315A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06316A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06319A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0631AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06320A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06321A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06322A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06323A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06324A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06325A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06326A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06329A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0632AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06330A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06331A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06332A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06333A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06334A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06335A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06336A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06339A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0633AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06340A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06341A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06342A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06343A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06344A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06345A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06346A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06349A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0634AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06350A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06351A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06352A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06353A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06354A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06355A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06356A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06359A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0635AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06360A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06361A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06362A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06363A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06364A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06365A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06366A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06369A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0636AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06370A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06371A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06372A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06373A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06374A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06375A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06376A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06379A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0637AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06380A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06381A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06382A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06383A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06384A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06385A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06386A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06389A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0638AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S064X0A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S064X1A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S064X2A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S064X3A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S064X4A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S064X5A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S064X6A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S064X9A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S064XAA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S065X0A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S065X1A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S065X2A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S065X3A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S065X4A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S065X5A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S065X6A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S065X9A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S065XAA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S066X0A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S066X1A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S066X2A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S066X3A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S066X4A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S066X5A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S066X6A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S066X9A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S066XAA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06810A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06811A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06812A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06813A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06814A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06815A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06816A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06819A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0681AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06820A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06821A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06822A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06823A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06824A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06825A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06826A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06829A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0682AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06890A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06891A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06892A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S06893A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06894A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06895A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06896A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S06899A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S0689AA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S068A0A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S068A1A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S068A2A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S068A3A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S068A4A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S068A5A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S068A6A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S068A9A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S068AAA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S069X0A,399,HCC399,Major Head Injury without Loss of Consciousness,1
S069X1A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S069X2A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S069X3A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S069X4A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S069X5A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S069X6A,397,HCC397,Major Head Injury with Loss of Consciousness > 1 Hour,1
S069X9A,398,HCC398,Major Head Injury with Loss of Consciousness < 1 Hour or Unspecified,1
S069XAA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06A0XA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S06A1XA,399,HCC399,Major Head Injury without Loss of Consciousness,1
S12000A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12000B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12001A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12001B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1201XA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1201XB,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1202XA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1202XB,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12030A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12030B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12031A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12031B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12040A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12040B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12041A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12041B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12090A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12090B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12091A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12091B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12100A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12100B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12101A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12101B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12110A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12110B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12111A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12111B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12112A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12112B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12120A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12120B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12121A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12121B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12130A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12130B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12131A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12131B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1214XA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1214XB,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12150A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12150B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12151A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12151B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12190A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12190B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12191A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12191B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12200A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12200B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12201A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12201B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12230A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12230B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12231A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12231B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1224XA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1224XB,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12250A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12250B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12251A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12251B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12290A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12290B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12291A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12291B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12300A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12300B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12301A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12301B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12330A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12330B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12331A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12331B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1234XA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1234XB,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12350A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12350B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12351A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12351B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12390A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12390B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12391A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12391B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12400A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12400B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12401A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12401B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12430A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12430B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12431A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12431B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1244XA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1244XB,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12450A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12450B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12451A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12451B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12490A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12490B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12491A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12491B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12500A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12500B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12501A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12501B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12530A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12530B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12531A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12531B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1254XA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1254XB,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12550A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12550B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12551A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12551B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12590A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12590B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12591A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12591B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12600A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12600B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12601A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12601B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12630A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12630B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12631A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12631B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1264XA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S1264XB,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12650A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12650B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12651A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12651B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12690A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12690B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12691A,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S12691B,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S128XXA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S129XXA,401,HCC401,Vertebral Fractures without Spinal Cord Injury,1
S140XXA,182,HCC182,Spinal Cord Disorders/Injuries,1
S140XXD,182,HCC182,Spinal Cord Disorders/Injuries,1
S14101A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14101D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14102A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14102D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14103A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14103D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14104A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14104D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14105A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14105D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14106A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14106D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14107A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14107D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14108A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14108D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14109A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14109D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14111A,180,HCC180,Quadriplegia,1
S14111D,180,HCC180,Quadriplegia,1
S14111S,180,HCC180,Quadriplegia,1
S14112A,180,HCC180,Quadriplegia,1
S14112D,180,HCC180,Quadriplegia,1
S14112S,180,HCC180,Quadriplegia,1
S14113A,180,HCC180,Quadriplegia,1
S14113D,180,HCC180,Quadriplegia,1
S14113S,180,HCC180,Quadriplegia,1
S14114A,180,HCC180,Quadriplegia,1
S14114D,180,HCC180,Quadriplegia,1
S14114S,180,HCC180,Quadriplegia,1
S14115A,180,HCC180,Quadriplegia,1
S14115D,180,HCC180,Quadriplegia,1
S14115S,180,HCC180,Quadriplegia,1
S14116A,180,HCC180,Quadriplegia,1
S14116D,180,HCC180,Quadriplegia,1
S14116S,180,HCC180,Quadriplegia,1
S14117A,180,HCC180,Quadriplegia,1
S14117D,180,HCC180,Quadriplegia,1
S14117S,180,HCC180,Quadriplegia,1
S14118A,180,HCC180,Quadriplegia,1
S14118D,180,HCC180,Quadriplegia,1
S14118S,180,HCC180,Quadriplegia,1
S14119A,180,HCC180,Quadriplegia,1
S14119D,180,HCC180,Quadriplegia,1
S14119S,180,HCC180,Quadriplegia,1
S14121A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14121D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14122A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14122D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14123A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14123D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14124A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14124D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14125A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14125D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14126A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14126D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14127A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14127D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14128A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14128D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14129A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14129D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14131A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14131D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14132A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14132D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14133A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14133D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14134A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14134D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14135A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14135D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14136A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14136D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14137A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14137D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14138A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14138D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14139A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14139D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14141A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14141D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14142A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14142D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14143A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14143D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14144A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14144D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14145A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14145D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14146A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14146D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14147A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14147D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14148A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14148D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14149A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14149D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14151A,182,HCC182,Spinal Cord Disorders/Injuries,1
S14151D,182,HCC182,Spinal Cord Disorders/Injuries,1
S14152A,182,HCC182,Spinal Cord Disorders/Injuries,1
